1 ;  2267 ;  1.92326e-06 ;  519 ;  232
2 ;  2586 ;  1.92326e-06 ;  519 ;  232
3 ;  2650 ;  1.96928e-06 ;  524 ;  227
4 ;  2565 ;  1.96403e-06 ;  524 ;  227
5 ;  3330 ;  1.50106e-06 ;  387 ;  364
6 ;  3558 ;  1.508e-06 ;  387 ;  364
7 ;  4115 ;  1.46712e-06 ;  353 ;  398
8 ;  4358 ;  1.46693e-06 ;  353 ;  398
9 ;  3854 ;  1.46765e-06 ;  362 ;  389
10 ;  3944 ;  1.46765e-06 ;  362 ;  389
11 ;  2971 ;  1.89198e-06 ;  499 ;  252
12 ;  3053 ;  1.89106e-06 ;  499 ;  252
13 ;  2809 ;  1.86859e-06 ;  504 ;  247
14 ;  2758 ;  1.87032e-06 ;  504 ;  247
15 ;  2715 ;  1.88384e-06 ;  510 ;  241
16 ;  2500 ;  1.88384e-06 ;  510 ;  241
17 ;  2560 ;  1.89901e-06 ;  516 ;  235
18 ;  2463 ;  1.91567e-06 ;  516 ;  235
19 ;  2731 ;  1.94979e-06 ;  522 ;  229
20 ;  2559 ;  1.92873e-06 ;  522 ;  229
21 ;  4307 ;  1.51172e-06 ;  374 ;  377
22 ;  4338 ;  1.5154e-06 ;  374 ;  377
23 ;  3907 ;  1.54e-06 ;  381 ;  370
24 ;  4177 ;  1.54349e-06 ;  381 ;  370
25 ;  4391 ;  1.41279e-06 ;  354 ;  397
26 ;  4607 ;  1.41279e-06 ;  354 ;  397
27 ;  3530 ;  1.88321e-06 ;  509 ;  242
28 ;  2898 ;  1.88321e-06 ;  509 ;  242
29 ;  3031 ;  1.86785e-06 ;  509 ;  242
30 ;  2703 ;  1.88911e-06 ;  515 ;  236
31 ;  2677 ;  1.95464e-06 ;  522 ;  229
32 ;  2986 ;  1.91048e-06 ;  522 ;  229
33 ;  4411 ;  1.48717e-06 ;  367 ;  384
34 ;  2995 ;  1.96872e-06 ;  529 ;  222
35 ;  4859 ;  1.5179e-06 ;  376 ;  375
36 ;  5080 ;  1.52261e-06 ;  376 ;  375
37 ;  4297 ;  1.53054e-06 ;  390 ;  361
38 ;  4887 ;  1.52841e-06 ;  390 ;  361
39 ;  3061 ;  1.93024e-06 ;  519 ;  232
40 ;  3041 ;  1.92987e-06 ;  519 ;  232
41 ;  4846 ;  1.41729e-06 ;  353 ;  398
42 ;  4862 ;  1.41556e-06 ;  353 ;  398
43 ;  4935 ;  1.57069e-06 ;  395 ;  356
