1,1,8501,1.10728e-06,298,453
1,2,1433,1.80893e-06,473,278
1,3,3786,1.38047e-06,352,399
1,4,1879,1.59428e-06,428,323
1,5,1527,1.85149e-06,493,258
1,6,1721,1.57172e-06,413,338
1,7,1815,1.68402e-06,460,291
1,8,1822,1.87818e-06,499,252
1,9,2360,1.69715e-06,444,307
1,10,2090,1.78031e-06,474,277
1,11,2341,1.84407e-06,500,251
1,12,2438,1.73065e-06,462,289
1,13,3206,1.50147e-06,367,384
1,14,2408,1.85939e-06,500,251
1,15,2361,1.92561e-06,519,232
1,16,4054,1.46429e-06,353,398
1,17,2704,1.87134e-06,504,247
1,18,2672,1.89776e-06,516,235
1,19,4125,1.5154e-06,374,377
1,20,4543,1.40336e-06,354,397
1,21,2930,1.8911e-06,515,236
1,22,4898,1.46602e-06,367,384
1,23,4690,1.51805e-06,376,375
1,24,3155,1.92479e-06,519,232
1,25,4124,1.72558e-06,469,282
1,26,5389,1.39782e-06,342,409
1,27,5397,1.52352e-06,380,371
1,28,3560,1.95618e-06,524,227
1,29,5922,1.43676e-06,358,393
6,1,6600,1.15062e-06,316,435
6,2,1439,1.84618e-06,488,263
6,3,2664,1.39042e-06,363,388
6,4,1866,1.61762e-06,444,307
6,5,1535,1.89581e-06,505,246
6,6,3133,1.30498e-06,328,423
6,7,2214,1.77864e-06,477,274
6,8,1849,1.89651e-06,510,241
6,9,2138,1.72911e-06,459,292
6,10,2405,1.79651e-06,489,262
6,11,2042,1.86495e-06,512,239
6,12,3388,1.49043e-06,364,387
6,13,2487,1.84391e-06,495,256
6,14,2616,1.911e-06,514,237
6,15,3531,1.54831e-06,387,364
6,16,2649,1.86712e-06,499,252
6,17,2559,1.91701e-06,516,235
6,18,4175,1.51172e-06,374,377
6,19,3946,1.5471e-06,391,360
6,20,2920,1.89092e-06,515,236
6,21,3055,1.94194e-06,529,222
6,22,4563,1.51675e-06,376,375
6,23,3066,1.92961e-06,519,232
6,24,4867,1.53473e-06,382,369
6,25,5884,1.39109e-06,344,407
6,26,5301,1.52376e-06,380,371
6,27,3643,1.95298e-06,524,227
6,28,5805,1.4291e-06,358,393
6,29,5713,1.51905e-06,398,353
11,1,4808,1.26852e-06,327,424
11,2,1362,1.87255e-06,501,250
11,3,2454,1.40449e-06,385,366
11,4,1554,1.69207e-06,459,292
11,5,1658,1.93892e-06,519,232
11,6,2187,1.6707e-06,446,305
11,7,1964,1.79766e-06,490,261
11,8,2045,1.95982e-06,523,228
11,9,2072,1.79408e-06,474,277
11,10,2164,1.8636e-06,504,247
11,11,3423,1.40282e-06,352,399
11,12,2533,1.8281e-06,490,261
11,13,2656,1.8753e-06,509,242
11,14,4427,1.25709e-06,344,407
11,15,2949,1.89245e-06,499,252
11,16,2954,1.89776e-06,516,235
11,17,5012,1.51082e-06,374,377
11,18,4993,1.40474e-06,354,397
11,19,3387,1.8911e-06,515,236
11,20,5208,1.48721e-06,364,387
11,21,4722,1.55762e-06,390,361
11,22,3082,1.92998e-06,519,232
11,23,4933,1.53596e-06,382,369
11,24,5085,1.52505e-06,380,371
11,25,3777,1.95618e-06,524,227
11,26,6360,1.40368e-06,337,414
11,27,7008,1.33795e-06,330,421
11,28,5540,1.49412e-06,366,385
11,29,5902,1.48962e-06,366,385
16,1,3606,1.34689e-06,343,408
16,2,1292,1.92654e-06,515,236
16,3,2110,1.44494e-06,398,353
16,4,1876,1.74678e-06,477,274
16,5,1648,1.95847e-06,531,220
16,6,2104,1.69513e-06,463,288
16,7,1871,1.87748e-06,504,247
16,8,2254,1.72911e-06,459,292
16,9,2379,1.79844e-06,489,262
16,10,2052,1.86339e-06,515,236
16,11,4041,1.5033e-06,367,384
16,12,2500,1.90392e-06,505,246
16,13,2675,1.96011e-06,524,227
16,14,3992,1.46765e-06,362,389
16,15,2792,1.88384e-06,510,241
16,16,4613,1.5154e-06,374,377
16,17,4183,1.55157e-06,391,360
16,18,2788,1.8911e-06,515,236
16,19,5173,1.51642e-06,368,383
16,20,4654,1.55749e-06,387,364
16,21,3475,1.92998e-06,519,232
16,22,4930,1.57014e-06,395,356
16,23,5445,1.52352e-06,380,371
16,24,3776,1.95415e-06,524,227
16,25,6072,1.43676e-06,358,393
16,26,6131,1.52095e-06,398,353
16,27,6090,1.48874e-06,366,385
16,28,6274,1.42659e-06,361,390
16,29,6056,1.5495e-06,379,372
21,1,4035,1.43755e-06,367,384
21,2,1281,1.99015e-06,530,221
21,3,1950,1.56866e-06,420,331
21,4,1583,1.85097e-06,493,258
21,5,3373,1.27936e-06,325,426
21,6,2131,1.79467e-06,482,269
21,7,2025,1.92847e-06,521,230
21,8,2321,1.78031e-06,474,277
21,9,2044,1.84871e-06,508,243
21,10,2843,1.62994e-06,412,339
21,11,2606,1.85795e-06,500,251
21,12,2331,1.92326e-06,519,232
21,13,4131,1.46765e-06,362,389
21,14,2887,1.88383e-06,510,241
21,15,4328,1.50714e-06,374,377
21,16,4443,1.42052e-06,354,397
21,17,2815,1.93145e-06,522,229
21,18,4975,1.5179e-06,376,375
21,19,5209,1.54677e-06,387,364
21,20,3830,1.987e-06,527,224
21,21,5922,1.39817e-06,342,409
21,22,3760,1.95298e-06,524,227
21,23,6038,1.43671e-06,358,393
21,24,6193,1.34411e-06,329,422
21,25,5788,1.49162e-06,366,385
21,26,6396,1.47821e-06,361,390
21,27,6649,1.44402e-06,358,393
21,28,6396,1.44403e-06,358,393
21,29,6560,1.56802e-06,397,354
26,1,2593,1.52334e-06,386,365
26,2,1378,2.04931e-06,544,207
26,3,1679,1.59428e-06,428,323
26,4,1452,1.91319e-06,510,241
26,5,2006,1.61296e-06,446,305
26,6,1899,1.86203e-06,499,252
26,7,2478,1.72264e-06,455,296
26,8,2265,1.82064e-06,493,258
26,9,2878,1.72745e-06,462,289
26,10,3097,1.84727e-06,490,261
26,11,3184,1.87025e-06,514,237
26,12,4638,1.45307e-06,353,398
26,13,3307,1.88383e-06,510,241
26,14,4670,1.5154e-06,374,377
26,15,4293,1.40524e-06,354,397
26,16,2769,1.93576e-06,522,229
26,17,4789,1.51805e-06,376,375
26,18,3348,1.92479e-06,519,232
26,19,4992,1.55977e-06,382,369
26,20,5193,1.52352e-06,380,371
26,21,3127,1.95298e-06,524,227
26,22,5176,1.50003e-06,383,368
26,23,5557,1.51921e-06,398,353
26,24,5246,1.5454e-06,389,362
26,25,6123,1.42985e-06,361,390
26,26,7365,1.44728e-06,358,393
26,27,5781,1.56999e-06,397,354
26,28,7156,1.42938e-06,357,394
26,29,7342,1.43564e-06,357,394
31,1,1692,1.51334e-06,395,356
31,2,1603,2.07003e-06,557,194
31,3,1915,1.64275e-06,451,300
31,4,2013,1.959e-06,526,225
31,5,2428,1.73344e-06,468,283
31,6,2146,1.91818e-06,515,236
31,7,2175,1.79221e-06,474,277
31,8,1935,1.86495e-06,512,239
31,9,3532,1.50147e-06,367,384
31,10,2498,1.85232e-06,509,242
31,11,3476,1.49595e-06,387,364
31,12,3019,1.87134e-06,504,247
31,13,4131,1.51199e-06,374,377
31,14,4333,1.45652e-06,354,397
31,15,2885,1.93776e-06,522,229
31,16,4450,1.51675e-06,376,375
31,17,3132,1.92916e-06,519,232
31,18,4697,1.57725e-06,395,356
31,19,5363,1.52592e-06,380,371
31,20,5255,1.5295e-06,383,368
31,21,5569,1.51957e-06,398,353
31,22,6003,1.4903e-06,366,385
31,23,5861,1.47821e-06,361,390
31,24,6430,1.44403e-06,358,393
31,25,5845,1.56878e-06,397,354
31,26,7119,1.4341e-06,357,394
31,27,6813,1.43037e-06,357,394
31,28,6511,1.47532e-06,396,355
31,29,7114,1.47218e-06,365,386
36,1,1712,1.63982e-06,422,329
36,2,2463,1.38995e-06,356,395
36,3,1639,1.73268e-06,472,279
36,4,2095,1.60806e-06,422,329
36,5,2016,1.77821e-06,488,263
36,6,2257,1.71837e-06,452,299
36,7,2183,1.83581e-06,497,254
36,8,3361,1.41684e-06,354,397
36,9,2430,1.85799e-06,500,251
36,10,2410,1.93292e-06,524,227
36,11,2737,1.86855e-06,504,247
36,12,2808,1.92592e-06,522,229
36,13,2904,1.86785e-06,509,242
36,14,2590,1.91152e-06,522,229
36,15,4699,1.52261e-06,376,375
36,16,3225,1.92905e-06,519,232
36,17,4844,1.57014e-06,395,356
36,18,3461,1.95298e-06,524,227
36,19,4327,1.76553e-06,483,268
36,20,5762,1.54123e-06,374,377
36,21,5842,1.42985e-06,361,390
36,22,6472,1.55043e-06,379,372
36,23,6345,1.52586e-06,377,374
36,24,6025,1.56966e-06,397,354
36,25,6804,1.43406e-06,357,394
36,26,6154,1.46416e-06,396,355
36,27,7748,1.36482e-06,333,418
36,28,7618,1.44844e-06,348,403
36,29,7642,1.50016e-06,372,379
41,1,1388,1.56761e-06,419,332
41,2,1980,1.39283e-06,380,371
41,3,1513,1.84972e-06,494,257
41,4,1748,1.62073e-06,449,302
41,5,2012,1.90102e-06,510,241
41,6,2214,1.77009e-06,478,273
41,7,2065,1.86263e-06,515,236
41,8,2754,1.84533e-06,490,261
41,9,2492,1.92326e-06,519,232
41,10,2693,1.86712e-06,499,252
41,11,3074,1.92873e-06,522,229
41,12,3237,1.86785e-06,509,242
41,13,3074,1.91152e-06,522,229
41,14,3652,1.91514e-06,511,240
41,15,6000,1.53751e-06,382,369
41,16,5545,1.52505e-06,380,371
41,17,3514,1.95618e-06,524,227
41,18,5138,1.52043e-06,398,353
41,19,6052,1.49095e-06,366,385
41,20,6037,1.42659e-06,361,390
41,21,3714,1.96134e-06,526,225
41,22,5894,1.59065e-06,397,354
41,23,6787,1.43406e-06,357,394
41,24,6586,1.47164e-06,396,355
41,25,7074,1.47744e-06,365,386
41,26,7143,1.47252e-06,365,386
41,27,7515,1.49245e-06,374,377
41,28,8759,1.36367e-06,337,414
41,29,7826,1.5393e-06,380,371
46,1,1334,1.63068e-06,447,304
46,2,2129,1.50541e-06,411,340
46,3,1593,1.92825e-06,515,236
46,4,2037,1.74621e-06,474,277
46,5,2152,1.70801e-06,448,303
46,6,2204,1.84407e-06,500,251
46,7,3607,1.50147e-06,367,384
46,8,2576,1.87025e-06,514,237
46,9,3991,1.4606e-06,361,390
46,10,2764,1.94979e-06,522,229
46,11,2940,1.86785e-06,509,242
46,12,4785,1.46603e-06,367,384
46,13,4584,1.54553e-06,387,364
46,14,5036,1.57014e-06,395,356
46,15,5223,1.52505e-06,380,371
46,16,5615,1.44436e-06,361,390
46,17,6007,1.49214e-06,366,385
46,18,6634,1.48493e-06,361,390
46,19,3937,1.9584e-06,526,225
46,20,5738,1.5673e-06,397,354
46,21,7446,1.43406e-06,357,394
46,22,7086,1.46027e-06,396,355
46,23,7801,1.48289e-06,365,386
46,24,8483,1.49562e-06,372,379
46,25,7814,1.50101e-06,372,379
46,26,7882,1.53981e-06,380,371
46,27,7788,1.40703e-06,345,406
46,28,8073,1.48543e-06,377,374
46,29,8270,1.54662e-06,378,373
51,1,1429,1.81457e-06,476,275
51,2,1673,1.59814e-06,431,320
51,3,1920,1.57766e-06,416,335
51,4,2008,1.87024e-06,501,250
51,5,2251,1.79688e-06,478,273
51,6,2080,1.94622e-06,523,228
51,7,2540,1.86653e-06,505,246
51,8,3291,1.5341e-06,383,368
51,9,2644,1.92873e-06,522,229
51,10,3045,1.88321e-06,509,242
51,11,3054,1.9677e-06,529,222
51,12,3006,1.9254e-06,519,232
51,13,4625,1.57014e-06,395,356
51,14,3097,1.95331e-06,524,227
51,15,5654,1.53919e-06,383,368
51,16,5305,1.52994e-06,383,368
51,17,4242,1.96267e-06,526,225
51,18,6085,1.56761e-06,397,354
51,19,6029,1.53347e-06,383,368
51,20,6204,1.49232e-06,383,368
51,21,7251,1.55203e-06,383,368
51,22,7213,1.54932e-06,388,363
51,23,7453,1.55908e-06,383,368
51,24,8271,1.55472e-06,383,368
51,25,9000,1.53896e-06,383,368
51,26,8506,1.5404e-06,383,368
51,27,9564,1.54878e-06,383,368
51,28,9711,1.53126e-06,383,368
51,29,9063,1.53452e-06,383,368
56,1,1489,1.88583e-06,503,248
56,2,1890,1.70084e-06,462,289
56,3,2345,1.61929e-06,448,303
56,4,2100,1.69749e-06,444,307
56,5,2148,1.84279e-06,504,247
56,6,2374,1.84534e-06,490,261
56,7,3301,1.59459e-06,420,331
56,8,2916,1.91567e-06,516,235
56,9,2992,1.86785e-06,509,242
56,10,3623,1.62951e-06,420,331
56,11,3010,1.92987e-06,519,232
56,12,4292,1.64467e-06,420,331
56,13,4494,1.63074e-06,420,331
56,14,5069,1.62869e-06,420,331
56,15,5019,1.6301e-06,420,331
56,16,5477,1.64254e-06,420,331
56,17,5811,1.66135e-06,420,331
56,18,6034,1.65799e-06,420,331
56,19,5886,1.63821e-06,420,331
56,20,6143,1.63329e-06,420,331
56,21,6483,1.57797e-06,420,331
56,22,6520,1.65202e-06,420,331
56,23,6719,1.63642e-06,420,331
56,24,6822,1.6565e-06,420,331
56,25,7287,1.64213e-06,420,331
56,26,7341,1.64012e-06,420,331
56,27,6915,1.63574e-06,420,331
56,28,7415,1.60755e-06,420,331
56,29,7770,1.63546e-06,420,331
61,1,1299,1.99265e-06,532,219
61,2,1648,1.85012e-06,495,256
61,3,1976,1.74804e-06,485,266
61,4,2346,1.76844e-06,477,274
61,5,2388,1.74014e-06,458,293
61,6,2573,1.94246e-06,524,227
61,7,2681,1.91567e-06,516,235
61,8,2687,1.88321e-06,509,242
61,9,3884,1.75016e-06,458,293
61,10,3736,1.74593e-06,458,293
61,11,3481,1.95298e-06,524,227
61,12,3993,1.71487e-06,458,293
61,13,4426,1.72286e-06,458,293
61,14,4974,1.72516e-06,458,293
61,15,4978,1.7201e-06,458,293
61,16,5152,1.69622e-06,458,293
61,17,6201,1.7418e-06,458,293
61,18,5924,1.71418e-06,458,293
61,19,5635,1.74617e-06,458,293
61,20,5867,1.71357e-06,458,293
61,21,6248,1.7371e-06,458,293
61,22,6503,1.72397e-06,458,293
61,23,6386,1.73477e-06,458,293
61,24,6279,1.72046e-06,458,293
61,25,6444,1.7192e-06,458,293
61,26,6966,1.72068e-06,458,293
61,27,9196,1.71624e-06,458,293
61,28,7878,1.76334e-06,474,277
61,29,8000,1.72176e-06,458,293
66,1,1580,2.09414e-06,560,191
66,2,1797,1.99407e-06,529,222
66,3,2360,1.93983e-06,517,234
66,4,2768,1.86305e-06,515,236
66,5,3204,1.85388e-06,509,242
66,6,3265,1.88284e-06,510,241
66,7,3370,1.88321e-06,509,242
66,8,3975,1.87296e-06,495,256
66,9,4112,1.85621e-06,495,256
66,10,4469,1.84572e-06,495,256
66,11,4383,1.85361e-06,495,256
66,12,4639,1.9584e-06,526,225
66,13,4909,1.84587e-06,495,256
66,14,5136,1.80743e-06,495,256
66,15,5995,1.86401e-06,495,256
66,16,5938,1.85241e-06,495,256
66,17,6469,1.84853e-06,495,256
66,18,6351,1.84333e-06,495,256
66,19,6741,1.8463e-06,495,256
66,20,5798,1.84505e-06,495,256
66,21,6437,1.86623e-06,495,256
66,22,6858,1.84367e-06,495,256
66,23,6340,1.83246e-06,495,256
66,24,6519,1.864e-06,495,256
66,25,6318,1.85323e-06,495,256
66,26,6849,1.84144e-06,495,256
66,27,7739,1.85417e-06,495,256
66,28,7865,1.84575e-06,495,256
66,29,6675,1.84631e-06,495,256
71,1,1088,1.93549e-06,533,218
71,2,1502,1.93927e-06,533,218
71,3,1574,1.95587e-06,533,218
71,4,1996,1.98476e-06,533,218
71,5,2321,1.99802e-06,533,218
71,6,2301,1.99747e-06,533,218
71,7,2646,1.9885e-06,533,218
71,8,2877,2.02308e-06,533,218
71,9,3231,2.00054e-06,533,218
71,10,3429,2.00784e-06,533,218
71,11,3511,1.99114e-06,533,218
71,12,3725,1.99091e-06,533,218
71,13,3838,2.057e-06,533,218
71,14,4491,1.98782e-06,533,218
71,15,4367,1.98934e-06,533,218
71,16,4322,1.98751e-06,533,218
71,17,4800,1.98682e-06,533,218
71,18,4877,1.98682e-06,533,218
71,19,5052,2.00063e-06,533,218
71,20,5497,2.02018e-06,533,218
71,21,4917,1.98577e-06,533,218
71,22,5456,2.00385e-06,533,218
71,23,5785,1.98622e-06,533,218
71,24,5509,1.98739e-06,533,218
71,25,6123,1.99212e-06,533,218
71,26,6294,1.97764e-06,533,218
71,27,6277,1.9881e-06,533,218
71,28,6752,2.0036e-06,533,218
71,29,6747,2.0055e-06,533,218
76,1,839,2.10631e-06,570,181
76,2,1071,2.08883e-06,570,181
76,3,1511,2.13516e-06,570,181
76,4,2028,2.08644e-06,570,181
76,5,2034,2.09112e-06,570,181
76,6,2634,2.08827e-06,570,181
76,7,3418,2.09967e-06,570,181
76,8,3455,2.12603e-06,570,181
76,9,3424,2.09281e-06,570,181
76,10,2906,2.10075e-06,570,181
76,11,3366,2.08684e-06,570,181
76,12,3407,2.08897e-06,570,181
76,13,3751,2.09717e-06,570,181
76,14,3905,2.10156e-06,570,181
76,15,3559,2.10249e-06,570,181
76,16,3905,2.0888e-06,570,181
76,17,4648,2.09589e-06,570,181
76,18,4429,2.13667e-06,570,181
76,19,5044,2.10504e-06,570,181
76,20,5279,2.08994e-06,570,181
76,21,5920,2.10681e-06,570,181
76,22,5507,2.09667e-06,570,181
76,23,7118,2.12541e-06,570,181
76,24,6303,2.11881e-06,570,181
76,25,6038,2.09445e-06,570,181
76,26,6105,2.12084e-06,570,181
76,27,6035,2.09122e-06,570,181
76,28,5640,2.15798e-06,570,181
76,29,5946,2.1367e-06,570,181
81,1,943,2.22397e-06,608,143
81,2,1129,2.24523e-06,608,143
81,3,1398,2.19636e-06,608,143
81,4,1950,2.20032e-06,608,143
81,5,2009,2.19863e-06,608,143
81,6,2348,2.19962e-06,608,143
81,7,2336,2.20254e-06,608,143
81,8,2424,2.20071e-06,608,143
81,9,2689,2.2074e-06,608,143
81,10,3103,2.21256e-06,608,143
81,11,3016,2.25033e-06,608,143
81,12,3435,2.2267e-06,608,143
81,13,3509,2.23731e-06,608,143
81,14,3580,2.23493e-06,608,143
81,15,3548,2.2395e-06,608,143
81,16,4116,2.24777e-06,608,143
81,17,3907,2.25246e-06,608,143
81,18,5237,2.27066e-06,608,143
81,19,4954,2.21119e-06,608,143
81,20,4986,2.2105e-06,608,143
81,21,4863,2.27223e-06,608,143
81,22,4978,2.27249e-06,608,143
81,23,5002,2.22818e-06,608,143
81,24,5317,2.2222e-06,608,143
81,25,5774,2.27247e-06,608,143
81,26,5416,2.24843e-06,608,143
81,27,6602,2.22275e-06,608,143
81,28,6957,2.22011e-06,608,143
81,29,7375,2.25401e-06,608,143
86,1,851,2.34938e-06,645,106
86,2,1375,2.34847e-06,645,106
86,3,1515,2.39284e-06,645,106
86,4,2027,2.40392e-06,645,106
86,5,2118,2.36899e-06,645,106
86,6,2346,2.36722e-06,645,106
86,7,2698,2.37332e-06,645,106
86,8,2662,2.37584e-06,645,106
86,9,2869,2.37682e-06,645,106
86,10,3214,2.38308e-06,645,106
86,11,2766,2.38869e-06,645,106
86,12,3143,2.40166e-06,645,106
86,13,2844,2.37643e-06,645,106
86,14,2793,2.35195e-06,645,106
86,15,2981,2.38396e-06,645,106
86,16,3562,2.38043e-06,645,106
86,17,3390,2.38821e-06,645,106
86,18,3650,2.38622e-06,645,106
86,19,3665,2.38761e-06,645,106
86,20,4195,2.38759e-06,645,106
86,21,3876,2.40903e-06,645,106
86,22,4396,2.41325e-06,645,106
86,23,4663,2.38296e-06,645,106
86,24,4603,2.39043e-06,645,106
86,25,4817,2.38858e-06,645,106
86,26,4884,2.38017e-06,645,106
86,27,5729,2.38312e-06,645,106
86,28,5345,2.39075e-06,645,106
86,29,5552,2.40999e-06,645,106
91,1,661,2.49537e-06,683,68
91,2,965,2.49077e-06,683,68
