0.78 ;  602 ;  4.82644e-07 ;  149 ;  43
0.79 ;  735 ;  5.3822e-07 ;  151 ;  41
0.8 ;  855 ;  5.41795e-07 ;  153 ;  39
0.81 ;  807 ;  5.94696e-07 ;  155 ;  37
0.82 ;  678 ;  6.21627e-07 ;  157 ;  35
0.83 ;  666 ;  6.4873e-07 ;  159 ;  33
0.84 ;  672 ;  6.75615e-07 ;  161 ;  31
0.85 ;  603 ;  6.77729e-07 ;  163 ;  29
0.86 ;  627 ;  6.84304e-07 ;  165 ;  27
0.87 ;  563 ;  7.17697e-07 ;  167 ;  25
0.88 ;  554 ;  7.18923e-07 ;  168 ;  24
0.89 ;  622 ;  7.21839e-07 ;  170 ;  22
0.9 ;  670 ;  7.49086e-07 ;  172 ;  20
0.91 ;  493 ;  8.0216e-07 ;  174 ;  18
0.92 ;  497 ;  8.55077e-07 ;  176 ;  16
0.93 ;  499 ;  8.82763e-07 ;  178 ;  14
0.94 ;  595 ;  8.87944e-07 ;  180 ;  12
0.95 ;  859 ;  8.91909e-07 ;  182 ;  10
0.96 ;  515 ;  8.97578e-07 ;  184 ;  8
0.97 ;  342 ;  8.98635e-07 ;  186 ;  6
0.98 ;  373 ;  9.01493e-07 ;  188 ;  4
0.99 ;  159 ;  9.04522e-07 ;  190 ;  2
