0.01 ;  2314 ;  4.72734e-08 ;  7 ;  744
0.02 ;  2449 ;  9.75647e-08 ;  15 ;  736
0.03 ;  2408 ;  1.74984e-07 ;  22 ;  729
0.04 ;  2550 ;  1.78017e-07 ;  30 ;  721
0.05 ;  2309 ;  2.06688e-07 ;  37 ;  714
0.06 ;  2455 ;  2.03729e-07 ;  45 ;  706
0.07 ;  2580 ;  2.69597e-07 ;  52 ;  699
0.08 ;  2458 ;  2.85779e-07 ;  60 ;  691
0.09 ;  2672 ;  2.81847e-07 ;  67 ;  684
0.1 ;  2475 ;  3.24942e-07 ;  75 ;  676
0.11 ;  2588 ;  3.73251e-07 ;  82 ;  669
0.12 ;  2822 ;  3.89536e-07 ;  90 ;  661
0.13 ;  2615 ;  3.61234e-07 ;  97 ;  654
0.14 ;  2368 ;  3.96372e-07 ;  105 ;  646
0.15 ;  2645 ;  3.94869e-07 ;  112 ;  639
0.16 ;  2483 ;  4.34835e-07 ;  120 ;  631
0.17 ;  2513 ;  5.24831e-07 ;  127 ;  624
0.18 ;  2449 ;  5.69703e-07 ;  135 ;  616
0.19 ;  2413 ;  5.81694e-07 ;  142 ;  609
0.2 ;  2699 ;  5.9722e-07 ;  150 ;  601
0.21 ;  2344 ;  6.43201e-07 ;  157 ;  594
0.22 ;  2519 ;  6.60402e-07 ;  165 ;  586
0.23 ;  2552 ;  7.12761e-07 ;  172 ;  579
0.24 ;  2471 ;  8.33797e-07 ;  180 ;  571
0.25 ;  2574 ;  8.30056e-07 ;  187 ;  564
0.26 ;  2643 ;  7.42416e-07 ;  195 ;  556
0.27 ;  2468 ;  7.95458e-07 ;  202 ;  549
0.28 ;  3557 ;  8.03888e-07 ;  210 ;  541
0.29 ;  2723 ;  8.09376e-07 ;  210 ;  541
0.3 ;  2647 ;  8.89903e-07 ;  225 ;  526
0.31 ;  2697 ;  8.50252e-07 ;  232 ;  519
0.32 ;  2696 ;  8.32498e-07 ;  240 ;  511
0.33 ;  3057 ;  9.30301e-07 ;  247 ;  504
0.34 ;  2683 ;  1.03514e-06 ;  255 ;  496
0.35 ;  3159 ;  1.04155e-06 ;  262 ;  489
0.36 ;  2663 ;  1.03355e-06 ;  270 ;  481
0.37 ;  3336 ;  1.08358e-06 ;  277 ;  474
0.38 ;  2837 ;  1.10489e-06 ;  285 ;  466
0.39 ;  2785 ;  1.18825e-06 ;  292 ;  459
0.4 ;  2767 ;  1.218e-06 ;  300 ;  451
0.41 ;  2697 ;  1.23712e-06 ;  307 ;  444
0.42 ;  3001 ;  1.23453e-06 ;  315 ;  436
0.43 ;  3033 ;  1.2636e-06 ;  322 ;  429
0.44 ;  2669 ;  1.28735e-06 ;  330 ;  421
0.45 ;  2449 ;  1.36423e-06 ;  337 ;  414
0.46 ;  2069 ;  1.38345e-06 ;  345 ;  406
0.47 ;  2326 ;  1.40467e-06 ;  352 ;  399
0.48 ;  2254 ;  1.42391e-06 ;  360 ;  391
0.49 ;  2360 ;  1.45687e-06 ;  367 ;  384
0.5 ;  2077 ;  1.47804e-06 ;  375 ;  376
0.51 ;  2598 ;  1.4848e-06 ;  383 ;  368
0.52 ;  2130 ;  1.45958e-06 ;  390 ;  361
0.53 ;  2600 ;  1.47835e-06 ;  398 ;  353
0.54 ;  2239 ;  1.50527e-06 ;  405 ;  346
0.55 ;  2265 ;  1.52497e-06 ;  413 ;  338
0.56 ;  2242 ;  1.45392e-06 ;  420 ;  331
0.57 ;  2314 ;  1.538e-06 ;  420 ;  331
0.58 ;  2422 ;  1.59612e-06 ;  428 ;  323
0.59 ;  2116 ;  1.68042e-06 ;  443 ;  308
0.6 ;  2112 ;  1.70249e-06 ;  450 ;  301
0.61 ;  2258 ;  1.7202e-06 ;  458 ;  293
0.62 ;  2260 ;  1.77707e-06 ;  465 ;  286
0.63 ;  2373 ;  1.76372e-06 ;  473 ;  278
0.64 ;  2067 ;  1.78196e-06 ;  480 ;  271
0.65 ;  2336 ;  1.79957e-06 ;  488 ;  263
0.66 ;  2194 ;  1.81646e-06 ;  495 ;  256
0.67 ;  2080 ;  1.84229e-06 ;  503 ;  248
0.68 ;  2089 ;  1.86e-06 ;  510 ;  241
0.69 ;  2228 ;  1.96853e-06 ;  518 ;  233
0.7 ;  2145 ;  1.97005e-06 ;  525 ;  226
0.71 ;  2155 ;  1.99974e-06 ;  533 ;  218
0.72 ;  2143 ;  2.01517e-06 ;  540 ;  211
0.73 ;  2160 ;  2.0193e-06 ;  548 ;  203
0.74 ;  2019 ;  2.0528e-06 ;  555 ;  196
0.75 ;  2088 ;  2.07014e-06 ;  563 ;  188
0.76 ;  1988 ;  2.09112e-06 ;  570 ;  181
0.77 ;  1921 ;  2.11206e-06 ;  578 ;  173
0.78 ;  1895 ;  2.21225e-06 ;  585 ;  166
0.79 ;  2032 ;  2.17307e-06 ;  593 ;  158
0.8 ;  1939 ;  2.18243e-06 ;  600 ;  151
0.81 ;  2005 ;  2.19839e-06 ;  608 ;  143
0.82 ;  1753 ;  2.23061e-06 ;  615 ;  136
0.83 ;  2024 ;  2.31717e-06 ;  623 ;  128
0.84 ;  1569 ;  2.35183e-06 ;  630 ;  121
0.85 ;  1648 ;  2.35664e-06 ;  638 ;  113
0.86 ;  1715 ;  2.36899e-06 ;  645 ;  106
0.87 ;  1684 ;  2.41187e-06 ;  653 ;  98
0.88 ;  1468 ;  2.44172e-06 ;  660 ;  91
0.89 ;  1495 ;  2.45224e-06 ;  668 ;  83
0.9 ;  1250 ;  2.46669e-06 ;  675 ;  76
0.91 ;  1404 ;  2.49312e-06 ;  683 ;  68
0.92 ;  1177 ;  2.51534e-06 ;  690 ;  61
0.93 ;  1628 ;  2.54096e-06 ;  698 ;  53
0.94 ;  1054 ;  2.56516e-06 ;  705 ;  46
0.95 ;  1108 ;  2.5917e-06 ;  713 ;  38
0.96 ;  918 ;  2.6022e-06 ;  720 ;  31
0.97 ;  919 ;  2.65904e-06 ;  728 ;  23
0.98 ;  624 ;  2.67048e-06 ;  735 ;  16
0.99 ;  930 ;  2.74887e-06 ;  743 ;  8
0.01 ;  1233 ;  3.74318e-09 ;  1 ;  191
0.02 ;  832 ;  1.20346e-08 ;  3 ;  189
0.03 ;  769 ;  3.80405e-08 ;  5 ;  187
0.04 ;  773 ;  3.23006e-08 ;  7 ;  185
0.05 ;  998 ;  4.65309e-08 ;  9 ;  183
0.06 ;  890 ;  6.08902e-08 ;  11 ;  181
0.07 ;  916 ;  6.44641e-08 ;  13 ;  179
0.08 ;  702 ;  6.86558e-08 ;  15 ;  177
0.09 ;  688 ;  1.0728e-07 ;  17 ;  175
0.1 ;  854 ;  1.02952e-07 ;  19 ;  173
0.11 ;  723 ;  1.24035e-07 ;  21 ;  171
0.12 ;  816 ;  1.18798e-07 ;  23 ;  169
0.13 ;  908 ;  1.3497e-07 ;  24 ;  168
0.14 ;  999 ;  1.2169e-07 ;  26 ;  166
0.15 ;  1046 ;  1.43818e-07 ;  28 ;  164
0.16 ;  917 ;  1.45297e-07 ;  30 ;  162
0.17 ;  775 ;  1.45285e-07 ;  32 ;  160
0.18 ;  733 ;  1.48434e-07 ;  34 ;  158
0.19 ;  685 ;  1.50268e-07 ;  36 ;  156
0.2 ;  766 ;  1.65871e-07 ;  38 ;  154
0.21 ;  799 ;  1.62056e-07 ;  40 ;  152
0.22 ;  754 ;  1.86196e-07 ;  42 ;  150
0.23 ;  955 ;  1.90788e-07 ;  44 ;  148
0.24 ;  777 ;  1.74302e-07 ;  46 ;  146
0.25 ;  1023 ;  1.80769e-07 ;  47 ;  145
0.26 ;  762 ;  1.80852e-07 ;  49 ;  143
0.27 ;  664 ;  1.87507e-07 ;  51 ;  141
0.28 ;  853 ;  1.93662e-07 ;  53 ;  139
0.29 ;  724 ;  1.89046e-07 ;  53 ;  139
0.3 ;  801 ;  1.98164e-07 ;  57 ;  135
0.31 ;  667 ;  2.00861e-07 ;  59 ;  133
0.32 ;  669 ;  2.04925e-07 ;  61 ;  131
0.33 ;  761 ;  2.31205e-07 ;  63 ;  129
0.34 ;  871 ;  2.4018e-07 ;  65 ;  127
0.35 ;  725 ;  2.53292e-07 ;  67 ;  125
0.36 ;  896 ;  2.59606e-07 ;  69 ;  123
0.37 ;  733 ;  2.69219e-07 ;  71 ;  121
0.38 ;  763 ;  2.48318e-07 ;  72 ;  120
0.39 ;  723 ;  2.51916e-07 ;  74 ;  118
0.4 ;  676 ;  2.63067e-07 ;  76 ;  116
0.41 ;  714 ;  2.71824e-07 ;  78 ;  114
0.42 ;  737 ;  2.77642e-07 ;  80 ;  112
0.43 ;  742 ;  2.86373e-07 ;  82 ;  110
0.44 ;  875 ;  2.93887e-07 ;  84 ;  108
0.45 ;  656 ;  2.98387e-07 ;  86 ;  106
0.46 ;  639 ;  3.06724e-07 ;  88 ;  104
0.47 ;  932 ;  3.13714e-07 ;  90 ;  102
0.48 ;  698 ;  3.07172e-07 ;  92 ;  100
0.49 ;  710 ;  3.09266e-07 ;  94 ;  98
0.5 ;  638 ;  3.16119e-07 ;  95 ;  97
0.51 ;  646 ;  3.41732e-07 ;  97 ;  95
0.52 ;  700 ;  3.4788e-07 ;  99 ;  93
0.53 ;  805 ;  3.55035e-07 ;  101 ;  91
0.54 ;  742 ;  3.5731e-07 ;  103 ;  89
0.55 ;  956 ;  3.64192e-07 ;  105 ;  87
0.56 ;  783 ;  3.73445e-07 ;  107 ;  85
0.57 ;  867 ;  3.7453e-07 ;  107 ;  85
0.58 ;  769 ;  3.78847e-07 ;  109 ;  83
0.59 ;  756 ;  3.88001e-07 ;  113 ;  79
0.6 ;  652 ;  3.93178e-07 ;  115 ;  77
0.61 ;  882 ;  4.0137e-07 ;  117 ;  75
0.62 ;  689 ;  3.99599e-07 ;  119 ;  73
0.63 ;  725 ;  4.09485e-07 ;  120 ;  72
0.64 ;  694 ;  4.10368e-07 ;  122 ;  70
0.65 ;  786 ;  4.17809e-07 ;  124 ;  68
0.66 ;  642 ;  4.23307e-07 ;  126 ;  66
0.67 ;  629 ;  4.23417e-07 ;  128 ;  64
0.68 ;  726 ;  4.35711e-07 ;  130 ;  62
0.69 ;  987 ;  4.44687e-07 ;  132 ;  60
0.7 ;  647 ;  4.52598e-07 ;  134 ;  58
0.71 ;  652 ;  4.57004e-07 ;  136 ;  56
0.72 ;  751 ;  4.65461e-07 ;  138 ;  54
0.73 ;  744 ;  4.66589e-07 ;  140 ;  52
0.74 ;  755 ;  4.72159e-07 ;  142 ;  50
0.75 ;  853 ;  4.73849e-07 ;  143 ;  49
0.76 ;  613 ;  4.7558e-07 ;  145 ;  47
0.77 ;  759 ;  4.83611e-07 ;  147 ;  45
